Date,^GSPC,^FTLC,^RUT,IEUS,GOVT,IGOV,SIVR,SGOL,Total
2022-02-01,6072.715940975293,0.0,0.0,0.0,4684.219586366949,0.0,0.0,0.0,10756.935527342242
2022-02-02,6129.936200736419,0.0,0.0,0.0,4691.451199840074,0.0,0.0,0.0,10821.387400576492
2022-02-03,5980.420423734762,0.0,0.0,0.0,4676.987972893825,0.0,0.0,0.0,10657.408396628587
2022-02-04,6011.261032419728,0.0,0.0,0.0,4648.061519001326,0.0,0.0,0.0,10659.322551421054
2022-02-07,5989.009071505281,0.0,0.0,0.0,4648.061519001326,0.0,0.0,0.0,10637.070590506606
2022-02-08,6039.323977587748,0.0,0.0,0.0,4639.0223476411675,0.0,0.0,0.0,10678.346325228915
2022-02-09,6126.998099270386,0.0,0.0,0.0,4639.0223476411675,0.0,0.0,0.0,10766.020446911552
2022-02-10,6016.0030825328295,0.0,0.0,0.0,4599.249164501476,0.0,0.0,0.0,10615.252247034306
2022-02-11,5901.88278672197,0.0,0.0,0.0,4631.791079649291,0.0,0.0,0.0,10533.67386637126
2022-02-14,5879.2160350123195,0.0,0.0,0.0,4610.096239229916,0.0,0.0,0.0,10489.312274242235
2022-02-15,5971.911994938787,0.0,0.0,0.0,4593.825454396633,0.0,0.0,0.0,10565.73744933542
2022-02-16,5977.17449010625,0.0,0.0,0.0,4606.480432493354,0.0,0.0,0.0,10583.654922599604
2022-02-17,5850.6189488674545,0.0,0.0,0.0,4620.943313958355,0.0,0.0,0.0,10471.56226282581
